regime,traj_idx,E_short,E_max,t_E_max,P_thr_5pct,amp_loss_pct,energy_drift_pct,error_corr_time,t_div,T_max_5pct,T_max_10pct,T_mean_5pct,T_mean_10pct
TBPTT,1334,4.929975001697597e-05,0.003143782998449751,4.92,81.59509202453988,-5.010853785537587,,0.24,1.1400000000000001,0.93,1.1400000000000001,2.4,3.36
TBPTT,1395,1.4139075233056014e-05,0.0012002326184301637,4.29,82.82208588957056,-147.1246309153817,,0.15,0.96,0.9,0.96,1.3800000000000001,1.8
TBPTT,1412,0.00022615212085801264,0.0023821271450989254,3.3000000000000003,96.31901840490798,-35.648132660078474,-80.6988145371844,0.09,0.24,0.24,0.24,0.51,2.13
TBPTT,1413,0.00040243908765464915,0.004872609326412203,3.36,95.70552147239263,10.484421675298405,-43.92853604065313,0.12,0.3,0.27,0.3,0.87,1.77
TBPTT,1422,0.0001463591495253043,0.0019098628646197443,3.3000000000000003,96.93251533742331,-76.63020169793187,305.79256379161654,0.15,0.24,0.21,0.24,0.48,0.63
TBPTT,1429,0.00012183919825743404,0.0029982867499711574,3.63,92.63803680981596,-9.675279128641199,1918780.5933524582,0.18,0.45,0.42,0.45,1.53,2.5500000000000003
TBPTT,1485,3.5563895087726294e-05,0.0022288920463324757,4.92,79.75460122699387,-10.57152262671598,,0.24,1.23,1.02,1.23,2.4,3.63
TBPTT,1499,1.963601526276017e-05,0.0011564585600879994,4.0200000000000005,86.50306748466258,-101.82406628462466,,0.15,0.78,0.72,0.78,1.5,1.77
TBPTT,1565,4.809215046961034e-05,0.0022864106176712085,4.74,82.82208588957056,-8.685762315594127,,0.21,1.05,0.87,1.05,2.31,3.54
TBPTT,1602,3.23235928011201e-05,0.0013092380922724509,3.75,90.79754601226993,-98.18639882984894,117912711.88540302,0.18,0.5700000000000001,0.51,0.5700000000000001,1.11,2.2800000000000002
TBPTT,1629,2.837258751855521e-05,0.0015628704541086336,4.14,85.2760736196319,-60.548446611747515,,0.6,0.87,0.78,0.87,2.0100000000000002,3.0300000000000002
TBPTT,1640,5.950409472166891e-05,0.0019853047033393523,3.84,89.57055214723927,-37.772614943768936,498795825.49725986,0.3,0.63,0.5700000000000001,0.63,1.3800000000000001,3.0300000000000002
TBPTT,1651,5.784055694486997e-05,0.00345909558745916,4.92,83.43558282208589,-4.133560492065223,,0.21,1.05,0.84,1.05,2.31,2.7600000000000002
TBPTT,1728,0.00011229906097586314,0.0032510915680177277,4.08,87.11656441717791,1.0273250427290066,466529009.5790401,0.24,0.78,0.66,0.78,1.86,2.82
TBPTT,1732,7.543905699119831e-05,0.002052874660876114,3.81,90.79754601226993,-25.649699598454497,115538982.64995529,0.24,0.5700000000000001,0.51,0.5700000000000001,1.29,3.0
TBPTT,1739,3.1316822224616554e-05,0.002636390549923817,4.38,79.14110429447852,-9.17147190004819,,0.27,1.23,1.05,1.23,2.46,3.54
TBPTT,1750,7.342742509678948e-05,0.0022799852431489853,3.84,89.57055214723927,-18.53713308438699,393538488.89418745,0.27,0.66,0.5700000000000001,0.66,2.31,3.0
TBPTT,1797,5.991303507255179e-05,0.0021132295587449335,4.3500000000000005,86.50306748466258,-3.241039625667686,4035424226.1578355,0.21,0.84,0.72,0.84,2.49,3.27
TBPTT,1813,7.860019176575298e-05,0.0033184847816301044,4.68,85.2760736196319,-1.347239729690444,2833634568.6746044,0.24,0.87,0.75,0.87,2.13,2.58
TBPTT,1843,0.000102954446849565,0.0028087316031815135,3.93,90.1840490797546,-0.5671421458011446,52424943.60578266,0.18,0.6,0.54,0.6,2.13,2.82
TBPTT,1854,3.770988957220925e-05,0.0014674831045340397,4.11,85.88957055214723,-25.705577431223702,,0.3,0.84,0.75,0.84,2.1,3.39
TBPTT,1859,2.082049443034809e-05,0.002355863454795326,4.5600000000000005,76.68711656441718,-9.909175759496181,,0.21,1.41,1.1400000000000001,1.41,2.43,3.9
TBPTT,1863,1.7807125722034807e-05,0.0011564636428683436,4.11,85.88957055214723,-114.40324851984529,,0.15,0.84,0.75,0.84,1.56,1.77
TBPTT,1875,0.0001163804222107808,0.0018990062962984666,3.33,94.47852760736197,-11.475373931377707,29511.817737273635,0.12,0.39,0.33,0.39,1.41,2.4
TBPTT,1877,7.217220522462084e-05,0.0031870632537902566,4.47,85.2760736196319,-1.8535468052258823,3086138411.5323253,0.24,0.87,0.75,0.87,2.22,3.18
TBPTT,1885,1.2727839741348696e-05,0.0016710389681975357,3.66,77.30061349693251,-37.78039356639947,,0.21,1.5,1.17,1.5,2.43,2.82
TBPTT,1887,0.00018382354811930117,0.002683259734112653,4.59,95.0920245398773,-19.793137249935835,180.60000940973637,0.12,0.33,0.3,0.33,1.05,2.31
TBPTT,1899,0.0001963496231491524,0.0021630563425855676,3.21,97.54601226993866,-12.336044812539987,375.45693641581613,0.12,0.21,0.18,0.21,0.39,0.6
TBPTT,1935,3.168129702676912e-05,0.0009721136281215514,3.84,87.73006134969326,-25.095451804066776,,0.32999999999999996,0.75,0.66,0.75,2.34,2.85
TBPTT,1973,3.5359619377867054e-05,0.0012471412737795617,3.72,82.82208588957056,-22.334766874116465,,0.3,1.1400000000000001,0.87,1.1400000000000001,2.7600000000000002,3.75
TBPTT,1974,0.000151654187899849,0.002481442903444986,4.59,94.47852760736197,1.2028152745935567,6579.710828832851,0.15,0.36,0.33,0.36,1.32,2.34
